pcap_file,window_id,start_time,packet_count,total_bytes,avg_pkt_len,unique_src,unique_dst,mean_interarrival,rssi_mean,rssi_std
1. Deauth.csv,27,1608306448.4826,57298,31033978.0,541.6241055534225,57,57,0.00017451777691961548,-46.09790335904685,13.702824369715211
1. Deauth.csv,28,1608306458.4826,51102,26893326.0,526.2675824820947,50,57,0.0001956521432480605,-47.868367839484435,14.984667329576139
1. Deauth.csv,29,1608306468.4826,46959,23072683.0,491.3367618560872,128,100,0.00021293931084762893,-47.98061429473938,14.56436555557994
1. Deauth.csv,30,1608306478.4826,55643,32122539.0,577.2970364646047,74,76,0.00017962747634663373,-46.21525918204746,13.241734999982608
1. Deauth.csv,31,1608306488.4826,49978,20970917.0,419.6029653047341,86,88,0.00019998097402087675,-46.98499339709472,13.010270096843833
1. Deauth.csv,32,1608306498.4826,55855,14043107.0,251.42076806015575,111,125,0.000179027804166626,-47.812132605257666,10.624061868430175
1. Deauth.csv,33,1608306508.4826,53922,13546166.0,251.21779607581323,115,124,0.0001854364314102012,-48.024158352187726,10.729319644274327
1. Deauth.csv,34,1608306518.4826,33413,9919436.0,296.87355221021755,49,55,0.00029911681533387847,-47.18459880884686,10.256648734731435
1. Deauth.csv,35,1608306528.4826,36005,7023787.0,195.07810026385224,64,55,0.000277506942259525,-49.84896542146924,12.548026095630627
1. Deauth.csv,36,1608306538.4826,46074,16379805.0,355.51080869904933,111,105,0.00021703991583501932,-47.68295206262389,12.447112002987593
1. Deauth.csv,37,1608306548.4826,49441,16852605.0,340.8629477559111,45,47,0.0002022576660014279,-46.791616944101726,12.879203860887188
1. Deauth.csv,38,1608306558.4826,34137,11626508.0,340.5837654158245,96,83,0.00029293361999738795,-49.73761607639804,15.746596536180721
1. Deauth.csv,39,1608306568.4826,37704,19549884.0,518.5095480585614,51,46,0.0002652244650330799,-47.75027406464389,15.659454959919499
1. Deauth.csv,40,1608306578.4826,58356,27992161.0,479.67922750017135,158,178,0.00017136142427720484,-46.53911622912239,12.182231902341012
1. Deauth.csv,41,1608306588.4826,54752,16894672.0,308.56721215663356,104,86,0.0001826437159182568,-47.613079583089814,12.505032510191445
1. Deauth.csv,42,1608306598.4826,37928,14102598.0,371.8255114954651,104,115,0.000263640941372748,-47.59130457709344,12.020641067964991
1. Deauth.csv,43,1608306608.4826,22377,5845803.0,261.241587344148,68,68,0.0004468065822043502,-47.7645499098777,13.049268683165185
1. Deauth.csv,44,1608306618.4826,21769,11508669.0,528.6723781524186,43,47,0.00045931881423033323,-44.36077296461329,13.152545080486242
1. Deauth.csv,45,1608306628.4826,26177,11378527.0,434.67650991328264,31,34,0.0003819420824423979,-44.26583132775592,10.079122599682105
1. Deauth.csv,46,1608306638.4826,49795,32072788.0,644.0965558791044,42,52,0.00020078407184481167,-46.74407738394083,11.210765500459063
1. Deauth.csv,47,1608306648.4826,37813,23191517.0,613.321265173353,54,51,0.0002643094735714061,-47.408871728417914,14.033183598359827
1. Deauth.csv,48,1608306658.4826,46869,12028004.0,256.6302673408863,120,121,0.00021291121979098357,-47.45906676054535,11.2187029952932
1. Deauth.csv,49,1608306668.4826,47869,24024109.0,501.87196306586725,59,71,0.00020876151034933011,-47.16919091687731,11.164010393113267
1. Deauth.csv,50,1608306678.4826,28595,13451145.0,470.40199335548175,37,48,0.0003497223258060184,-48.83262808183249,12.599787645931553
1. Deauth.csv,51,1608306688.4826,34634,16446463.0,474.86467055494603,36,38,0.0002887172303549345,-48.123395122326805,11.266985563790664
1. Deauth.csv,52,1608306698.4826,33831,17866465.0,528.1092784724069,46,54,0.0002955794299173877,-48.04594405525504,13.437379929169452
1. Deauth.csv,53,1608306708.4826,35900,12612060.0,351.3108635097493,88,109,0.0002784239667687742,-47.968180129990714,12.52898414482921
1. Deauth.csv,54,1608306718.4826,26582,8528343.0,320.83150252050257,52,63,0.00037618645121643036,-45.89021392922529,11.244448804871867
1. Deauth.csv,55,1608306728.4826,9282,2714563.0,292.454535660418,11,15,0.0010769811378908932,-44.38077282194929,8.367942924300154
1. Deauth.csv,56,1608306738.4826,10053,3149301.0,313.2697702178454,29,36,0.000994766109548524,-44.94376471368414,9.01025390239383
1. Deauth.csv,57,1608306748.4826,14362,8098169.0,563.8608132572065,18,21,0.0006945701655168801,-43.693543146265604,9.953356626611782
1. Deauth.csv,58,1608306758.4826,23866,15338293.0,642.6838598843543,16,26,0.00041810911255714005,-44.662783876644596,11.491221054187665
1. Deauth.csv,59,1608306768.4826,38932,23980824.0,615.9669166752286,47,37,0.0002557759121948753,-46.544213842939826,11.390886851899927
1. Deauth.csv,60,1608306778.4826,12074,4418930.0,365.9872453205234,10,12,0.00020440495874219592,-43.49453370879576,9.446030784893416
10. Malware.csv,0,1608038392.903835,114,36574.0,320.82456140350877,4,5,0.08790218513623803,-36.1578947368421,7.7436020911230194
10. Malware.csv,1,1608038402.903835,119,36444.0,306.25210084033614,4,4,0.08436926340652724,-35.87675070028011,5.202323970062192
10. Malware.csv,2,1608038412.903835,137,47462.0,346.4379562043796,4,5,0.07228366942966685,-35.257907542579076,3.5196108455371298
10. Malware.csv,3,1608038422.903835,248,58237.0,234.8266129032258,7,10,0.04021453085215951,-41.38172043010753,14.763347860525162
10. Malware.csv,4,1608038432.903835,1512,212698.0,140.67328042328043,17,30,0.006589178057556354,-44.12874779541446,13.904447459750662
10. Malware.csv,5,1608038442.903835,933,165103.0,176.95927116827437,8,20,0.010702265946138571,-45.069667738478024,14.413401017801561
10. Malware.csv,6,1608038452.903835,838,121246.0,144.68496420047734,7,10,0.011870270276724793,-42.67780429594272,12.102710929055988
10. Malware.csv,7,1608038462.903835,1972,220492.0,111.81135902636917,8,22,0.005056384007740843,-42.25726842461122,12.85875162573695
10. Malware.csv,8,1608038472.903835,919,136584.0,148.62241566920565,10,19,0.010708711505715365,-42.75879579252811,13.428026988001033
10. Malware.csv,9,1608038482.903835,487,87587.0,179.85010266940452,8,16,0.020438141783569085,-42.140314852840525,14.730298050870047
10. Malware.csv,10,1608038492.903835,1531,198297.0,129.52122795558458,15,19,0.006500431447247275,-43.91748312649685,15.723394612219224
10. Malware.csv,11,1608038502.903835,1836,205724.0,112.05010893246187,11,15,0.005443109543511913,-45.12926652142338,14.84994721821663
10. Malware.csv,12,1608038512.903835,830,156148.0,188.13012048192772,10,17,0.012025119599732329,-46.40321285140562,15.227175395796367
10. Malware.csv,13,1608038522.903835,305,51516.0,168.9049180327869,11,17,0.03267418083391691,-43.15300546448088,14.449607651311407
10. Malware.csv,14,1608038532.903835,319,60806.0,190.61442006269593,8,10,0.031121802030119505,-42.36259143155695,14.17998381164641
10. Malware.csv,15,1608038542.903835,286,49125.0,171.76573426573427,8,9,0.03494772325482285,-43.82983682983683,14.16115302730433
10. Malware.csv,16,1608038552.903835,537,69432.0,129.29608938547486,9,8,0.018531624950579743,-45.08814400993172,14.708171977364813
10. Malware.csv,17,1608038562.903835,1761,224742.0,127.62180579216354,11,9,0.005631017549471422,-44.940185500662494,14.653641627186627
10. Malware.csv,18,1608038572.903835,11208,5439220.0,485.29800142755175,20,25,0.0008917887076606522,-45.08874613371401,14.196846673623455
10. Malware.csv,19,1608038582.903835,60276,18842227.0,312.5991605282368,23,27,0.00016587824210345325,-48.191209325989334,13.313237659849058
10. Malware.csv,20,1608038592.903835,76118,30864070.0,405.4766283927586,28,33,0.00013135507124728882,-47.927533566304945,14.73370352454295
10. Malware.csv,21,1608038602.903835,49277,27881088.0,565.8032753617306,35,32,0.0002029066455858715,-46.61639980788874,17.39364954117681
10. Malware.csv,22,1608038612.903835,34551,21518882.0,622.8150270614454,23,31,0.00028941119976568153,-46.11565511852045,17.121041839593552
10. Malware.csv,23,1608038622.903835,45431,21089666.0,464.2131143932557,23,29,0.00022010948593438576,-45.08810430469649,15.83407586326918
10. Malware.csv,24,1608038632.903835,32497,13523674.0,416.15146013478164,18,24,0.000307522094173422,-46.60938958467962,15.794432214341173
10. Malware.csv,25,1608038642.903835,52731,26430059.0,501.22430828165596,29,36,0.0001896106380677508,-45.689739748282165,12.7318355477157
10. Malware.csv,26,1608038652.903835,26569,10925192.0,411.2007226466935,33,47,0.0003746941088912215,-47.48625591227873,14.732401713203163
10. Malware.csv,27,1608038662.903835,30811,12438948.0,403.71776313654215,46,53,0.0003233991246531436,-48.540521242413426,15.178821798563224
10. Malware.csv,28,1608038672.903835,31388,13819767.0,440.2882311711482,46,57,0.0003178863848680354,-47.53554436939807,14.68035810157362
10. Malware.csv,29,1608038682.903835,56893,36804988.0,646.9159299035031,30,30,0.0001757298937026923,-45.23489122856357,14.134947648118187
10. Malware.csv,30,1608038692.903835,33421,31880770.0,953.9143053768588,17,22,0.0002990722941610358,-44.06681427844768,16.44546831993011
10. Malware.csv,31,1608038702.903835,48716,24573574.0,504.4251170046802,22,30,0.000205264252509276,-46.908421600021896,15.125354612524918
10. Malware.csv,32,1608038712.903835,79356,37622323.0,474.0955063259237,21,27,0.00012599244008675077,-44.84081018868559,12.267652006953929
10. Malware.csv,33,1608038722.903835,65210,28393129.0,435.4106578745591,28,28,0.00015335196058196125,-46.48149056893114,14.015841867625262
10. Malware.csv,34,1608038732.903835,67143,36740233.0,547.1937953323503,16,24,0.00014890736284483528,-45.099002626235546,13.92752408418539
10. Malware.csv,35,1608038742.903835,41551,14794730.0,356.06194796755796,32,36,0.00024066462556951456,-45.47868081795063,14.224030377512454
10. Malware.csv,36,1608038752.903835,37801,14881345.0,393.67596095341395,33,35,0.0002645344708962415,-45.01848275618811,13.742793098324528
10. Malware.csv,37,1608038762.903835,57528,37188238.0,646.4371784174663,30,40,0.00017380741355519746,-44.31154104667872,13.642756720963085
10. Malware.csv,38,1608038772.903835,78394,46166275.0,588.9006173941883,26,33,0.00012753283910751464,-45.60780161747073,13.019221150436666
10. Malware.csv,39,1608038782.903835,75170,38998437.0,518.8032060662498,30,49,0.00013303230200488922,-45.0679925502195,13.429841378634476
10. Malware.csv,40,1608038792.903835,70828,33579571.0,474.10022872310384,31,35,0.0001411794066010045,-45.349127463714915,13.25382542492001
10. Malware.csv,41,1608038802.903835,58508,26562733.0,454.0017262596568,28,43,0.0001709139935716472,-46.6424306647524,12.432046532091714
10. Malware.csv,42,1608038812.903835,45857,21917882.0,477.9615325904442,26,35,0.0002178109490779922,-45.8306983303167,13.27602400640375
10. Malware.csv,43,1608038822.903835,39415,20354195.0,516.4073322339211,34,37,0.0002536809008288566,-46.43622986172777,12.452914367760284
10. Malware.csv,44,1608038832.903835,38437,16205114.0,421.60194604157454,32,41,0.0002601133547634125,-46.953031367345694,13.76516147729098
10. Malware.csv,45,1608038842.903835,60177,26286061.0,436.8124200275853,74,63,0.0001657859968777763,-47.724169256249624,14.643647024396296
10. Malware.csv,46,1608038852.903835,76046,30342768.0,399.00544407332404,89,64,0.00013149704670747738,-45.57458643452647,12.541517606554065
10. Malware.csv,47,1608038862.903835,61745,57027010.0,923.589116527654,27,25,0.0001619505848282821,-41.83545226334116,12.447857993749997
10. Malware.csv,48,1608038872.903835,30285,25072487.0,827.8846623741126,29,30,0.00032990093889993495,-42.78408453029552,12.978513427686051
10. Malware.csv,49,1608038882.903835,54031,29638235.0,548.5413003646055,26,30,0.00018493346366621092,-44.91686254187411,12.469012045992654
10. Malware.csv,50,1608038892.903835,57272,24095073.0,420.71296619639617,83,88,0.000174515668348112,-46.67398263258369,13.700404028617331
10. Malware.csv,51,1608038902.903835,57218,27187355.0,475.15388514103955,40,47,0.0001747324209314763,-47.59157957286169,14.434316371161337
10. Malware.csv,52,1608038912.903835,26709,8813327.0,329.9759257179228,20,27,0.0003742887907012487,-48.750508567648865,14.121118724361503
10. Malware.csv,53,1608038922.903835,31451,19642179.0,624.5327334583956,26,26,0.00031780139819995775,-45.850338621983404,14.678482229918238
10. Malware.csv,54,1608038932.903835,47291,33955121.0,718.0038696580744,31,35,0.00021132478050511037,-43.922395381785115,13.172400086337651
10. Malware.csv,55,1608038942.903835,72248,48210646.0,667.2938489646772,188,146,0.00013841298917903206,-44.81075831395563,14.351908899581598
10. Malware.csv,56,1608038952.903835,66357,31607754.0,476.32885754328856,35,33,0.00015069692258025977,-45.80038780133721,14.066073802639812
10. Malware.csv,57,1608038962.903835,55134,52714396.0,956.1141219574129,46,40,0.00018136707544132182,-43.191478942213514,15.133851390213936
10. Malware.csv,58,1608038972.903835,58280,51227875.0,878.9957961564859,32,35,0.00017151945246323685,-45.16881720430107,16.71473961359863
10. Malware.csv,59,1608038982.903835,77004,55124340.0,715.8633317749727,55,49,0.00012981946280443403,-44.67899070178173,14.698734317411423
10. Malware.csv,60,1608038992.903835,41166,26514771.0,644.0939367439149,21,29,0.00024291213656578033,-44.08519976032001,12.969089564204065
10. Malware.csv,61,1608039002.903835,45480,34157015.0,751.0337510993843,20,27,0.00021981465873901956,-46.675205218411016,14.525933328842605
10. Malware.csv,62,1608039012.903835,34308,28319814.0,825.4580272822665,19,19,0.00029038613618200286,-42.28761027554312,12.128514034045748
10. Malware.csv,63,1608039022.903835,811,145605.0,179.53760789149197,8,8,0.0026918714429125376,-42.53760789149199,13.292015856264728
11. SSDP.csv,0,1607885532.299324,146,40280.0,275.8904109589041,4,6,0.06850342750549317,-33.79223744292238,5.886953872069194
11. SSDP.csv,1,1607885542.299324,130,38756.0,298.12307692307695,4,4,0.07710944959359575,-33.96666666666666,5.045070370444305
11. SSDP.csv,2,1607885552.299324,169,49341.0,291.9585798816568,3,6,0.058515875112442745,-38.49112426035503,13.910537163124808
11. SSDP.csv,3,1607885562.299324,523,85452.0,163.38814531548758,6,19,0.019028771882769704,-41.31357552581262,13.136494481333482
11. SSDP.csv,4,1607885572.299324,1061,157063.0,148.0329877474081,14,23,0.009394101826649792,-44.18693056864593,15.610135669827764
11. SSDP.csv,5,1607885582.299324,619,110621.0,178.7092084006462,8,15,0.016013704071538733,-42.79052234787291,14.272261845643959
11. SSDP.csv,6,1607885592.299324,353,120577.0,341.5779036827195,5,7,0.02821865068240599,-46.37016052880076,14.234453620808543
11. SSDP.csv,7,1607885602.299324,869,106550.0,122.61219792865363,8,16,0.011453387100026354,-40.67970847717684,13.463103955003305
11. SSDP.csv,8,1607885612.299324,2615,269282.0,102.97590822179733,8,20,0.0037888916923330316,-39.20497131931166,11.865747879362253
11. SSDP.csv,9,1607885622.299324,6544,629317.0,96.16702322738386,11,24,0.0015266038546882126,-43.72937041564792,14.982924852450736
11. SSDP.csv,10,1607885632.299324,1151,164233.0,142.68722849695916,9,20,0.008693406063577403,-42.99247031566753,11.569111021493812
11. SSDP.csv,11,1607885642.299324,2119,248889.0,117.45587541293062,12,24,0.004661407979509535,-40.93912222746579,11.957500644427336
11. SSDP.csv,12,1607885652.299324,349,54157.0,155.17765042979943,6,7,0.02855229651790926,-40.279847182425975,13.222546111437898
11. SSDP.csv,13,1607885662.299324,477,66790.0,140.02096436058702,11,13,0.020890084134430446,-39.88749126484976,14.395908280977512
11. SSDP.csv,14,1607885672.299324,545,68741.0,126.13027522935779,8,6,0.01808341373415554,-41.25015290519878,14.488338045622227
11. SSDP.csv,15,1607885682.299324,196,42818.0,218.4591836734694,10,8,0.05093831771459335,-36.84183673469388,11.52884759137425
11. SSDP.csv,16,1607885692.299324,271,48540.0,179.11439114391143,8,8,0.036788640198884184,-38.77121771217712,13.051704971313843
11. SSDP.csv,17,1607885702.299324,2128,239018.0,112.32048872180451,12,16,0.004621794148684109,-41.0656328320802,12.659616862222586
11. SSDP.csv,18,1607885712.299324,15600,7705980.0,493.9730769230769,16,26,0.0006396440796626211,-45.23042735042735,17.172682792455756
11. SSDP.csv,19,1607885722.299324,32870,11902494.0,362.10812290842716,27,37,0.0003042272642432089,-46.87731467396816,16.399892247704706
11. SSDP.csv,20,1607885732.299324,39663,18464695.0,465.539545672289,26,27,0.00025212291653858035,-44.47208565497652,15.527223740644217
11. SSDP.csv,21,1607885742.299324,41445,12097338.0,291.88896127397754,18,26,0.00024115142991627727,-45.7277838098685,13.731965885208242
11. SSDP.csv,22,1607885752.299324,47043,19747994.0,419.78602555109154,16,24,0.0002122547476375079,-42.493435084213736,11.347260139596532
11. SSDP.csv,23,1607885762.299324,36780,15397629.0,418.64135399673734,28,32,0.00027189061842584705,-44.51483596157331,14.290061196997543
11. SSDP.csv,24,1607885772.299324,42009,12859048.0,306.10221619176843,37,48,0.00023804903824972757,-45.82465662120022,15.607015439631974
11. SSDP.csv,25,1607885782.299324,63013,29989576.0,475.92680875374924,45,40,0.00015869793237780478,-43.36710414253143,14.33646143598814
11. SSDP.csv,26,1607885792.299324,81234,65970670.0,812.106630228722,38,40,0.00012306086211373408,-40.85913123404814,13.232918796630036
11. SSDP.csv,27,1607885802.299324,35568,9872629.0,277.5705409356725,15,25,0.00028103117927124184,-43.57766344279502,13.506699604330402
11. SSDP.csv,28,1607885812.299324,56396,26893909.0,476.87617916164265,26,32,0.000177214950817212,-42.9928718348819,12.729482451527055
11. SSDP.csv,29,1607885822.299324,68690,41483317.0,603.9207599359441,54,51,0.00014556381528144872,-42.93710389673412,14.459138016628541
11. SSDP.csv,30,1607885832.299324,80546,41071647.0,509.91541479403077,39,47,0.00012414965581328548,-43.99223632044629,14.469096047530892
11. SSDP.csv,31,1607885842.299324,60299,31508573.0,522.5388978258346,35,40,0.0001658388162996485,-43.625134745186486,14.209391242117396
11. SSDP.csv,32,1607885852.299324,56574,21991074.0,388.71343726800296,26,36,0.00017674931447679118,-45.253184619554325,15.283454674146435
11. SSDP.csv,33,1607885862.299324,54497,21610539.0,396.5454795676826,18,24,0.0001834887733406273,-44.2728407068279,14.720266924680276
11. SSDP.csv,34,1607885872.299324,30975,8703083.0,280.971202582728,13,20,0.000322844742450873,-44.7745493677697,13.215012595419687
11. SSDP.csv,35,1607885882.299324,50207,25542978.0,508.7533212500249,17,26,0.00019917635596074397,-43.25155190843243,13.304915727437837
11. SSDP.csv,36,1607885892.299324,58539,39251203.0,670.5137258921403,29,35,0.00017082500174290833,-42.64240363973875,14.865294350259754
11. SSDP.csv,37,1607885902.299324,93223,52110976.0,558.9926949357991,39,45,0.00010726474431242854,-43.04685896541984,14.102760383937174
11. SSDP.csv,38,1607885912.299324,77030,26525223.0,344.34925353758274,33,38,0.00012980050464574613,-44.046981695443336,14.686636075420667
11. SSDP.csv,39,1607885922.299324,32218,10701896.0,332.1713327953318,16,22,0.0003098450763215861,-44.820555796966495,13.51690869811437
11. SSDP.csv,40,1607885932.299324,39548,13528523.0,342.07856275917874,15,21,0.0002514058474653737,-43.4746974141128,12.472775059172813
11. SSDP.csv,41,1607885942.299324,80598,38106128.0,472.7924762401052,18,24,0.00012406609523609477,-43.04730473047305,12.70806096426025
11. SSDP.csv,42,1607885952.299324,69100,33875933.0,490.2450506512301,24,28,0.00014468492837985188,-47.04777616980221,15.917939613364561
11. SSDP.csv,43,1607885962.299324,261680,74288990.0,283.89250229287677,29,34,3.820364648516197e-05,-53.2831002241924,8.938525137661935
11. SSDP.csv,44,1607885972.299324,374188,95580915.0,255.43554309598383,145,134,2.6723274575515067e-05,-55.7247934193507,9.321323690141712
11. SSDP.csv,45,1607885982.299324,302485,72675936.0,240.26294196406434,30,38,3.3055781006546634e-05,-54.52547729639486,8.687903075443904
11. SSDP.csv,46,1607885992.299324,363062,91562648.0,252.1956249896712,155,173,2.754274092407978e-05,-55.23431810544756,8.72962359050389
11. SSDP.csv,47,1607886002.299324,358251,97366473.0,271.78283661455237,376,383,2.791259177315094e-05,-56.18375943123676,9.813670690636503
11. SSDP.csv,48,1607886012.299324,329623,82685274.0,250.84801121280978,319,318,3.0337283215372694e-05,-56.009094227850206,9.712260719097591
11. SSDP.csv,49,1607886022.299324,357633,87884014.0,245.7379883847408,419,393,2.7961398987532858e-05,-56.435857429264075,8.601658527011834
11. SSDP.csv,50,1607886032.299324,262278,69089956.0,263.4226126476487,192,201,3.812187515036723e-05,-55.098281213064006,9.809383133385518
11. SSDP.csv,51,1607886042.299324,334784,94952696.0,283.62375740776145,294,330,2.9870032287078613e-05,-55.369436213598426,8.633073911870436
11. SSDP.csv,52,1607886052.299324,391313,98918396.0,252.78586706805038,181,199,2.555486449831889e-05,-55.38150874960284,8.118649027898865
11. SSDP.csv,53,1607886062.299324,350987,89345731.0,254.5556701530256,330,360,2.8490227480186787e-05,-56.506988387983974,8.576170891342558
11. SSDP.csv,54,1607886072.299324,368965,90630167.0,245.63350724323445,272,285,2.7102825370002236e-05,-55.68081344662322,8.220476650223608
11. SSDP.csv,55,1607886082.299324,367446,86817223.0,236.27205902363886,272,279,2.7213602531009636e-05,-56.2320966890373,8.255212935578832
11. SSDP.csv,56,1607886092.299324,383920,91035885.0,237.12201760783498,309,295,2.6044824118855386e-05,-56.47163124261999,7.883223656460107
11. SSDP.csv,57,1607886102.299324,173736,44837979.0,258.0811058157204,115,118,5.755610584982845e-05,-53.205455403600865,11.618118736157884
11. SSDP.csv,58,1607886112.299324,398870,96919352.0,242.98481209416602,137,160,2.506923818276597e-05,-56.35126649451367,7.466743059857131
11. SSDP.csv,59,1607886122.299324,367729,92940989.0,252.74315868479232,182,182,2.7193004124491247e-05,-56.305088801807855,7.7107044814129555
11. SSDP.csv,60,1607886132.299324,387874,94918064.0,244.71365443417193,140,153,2.578069609080733e-05,-56.08223718699028,7.280104782437085
11. SSDP.csv,61,1607886142.299324,184362,57954411.0,314.3511732352654,55,46,5.42396014757111e-05,-53.304037708421475,10.483491941079345
11. SSDP.csv,62,1607886152.299324,436432,103469413.0,237.08026221725262,113,113,2.2912891269180034e-05,-56.17272641175105,6.614000749016909
11. SSDP.csv,63,1607886162.299324,18060,6099562.0,337.73875968992246,20,24,0.0005537295065565662,-50.72288667404946,15.495332507841269
11. SSDP.csv,64,1607886172.299324,3915,886928.0,226.54610472541506,13,17,0.00056792773576677,-53.63371647509579,15.576815197574183
12. Botnet.csv,0,1607886698.347024,142,40177.0,282.9366197183099,3,5,0.07085475853994383,-33.57276995305165,5.927491743397764
12. Botnet.csv,1,1607886708.347024,133,38541.0,289.78195488721803,5,8,0.0752497496026935,-33.89724310776942,6.55650594275053
12. Botnet.csv,2,1607886718.347024,155,51756.0,333.90967741935486,6,7,0.06383459753804392,-34.8494623655914,6.754708279440344
12. Botnet.csv,3,1607886728.347024,231,56163.0,243.12987012987014,4,7,0.04318669153296429,-42.77922077922078,17.909231650883125
12. Botnet.csv,4,1607886738.347024,599,94109.0,157.110183639399,6,21,0.016610307837011024,-40.70617696160267,13.543533580874492
12. Botnet.csv,5,1607886748.347024,949,137983.0,145.39831401475237,8,21,0.010369799559629416,-44.33860203723217,15.03872674336572
12. Botnet.csv,6,1607886758.347024,1000,150592.0,150.592,9,22,0.00999061362044112,-42.14,13.140453230810234
12. Botnet.csv,7,1607886768.347024,949,137353.0,144.73445732349842,7,20,0.01051238392978781,-41.63048823322796,13.656883169046834
12. Botnet.csv,8,1607886778.347024,812,188823.0,232.54064039408868,8,19,0.012214975498166537,-44.21018062397373,15.025407976512406
12. Botnet.csv,9,1607886788.347024,896,117850.0,131.52901785714286,9,15,0.011135792066265086,-40.154017857142854,11.195163475613604
12. Botnet.csv,10,1607886798.347024,768,112186.0,146.07552083333334,11,21,0.013003621915794879,-40.193576388888886,11.499238820871689
12. Botnet.csv,11,1607886808.347024,1252,147217.0,117.58546325878594,8,15,0.007920537921164534,-43.31496272630458,13.807905461007579
12. Botnet.csv,12,1607886818.347024,386,57686.0,149.4455958549223,7,10,0.02579986213089584,-39.59585492227979,13.555814175451744
12. Botnet.csv,13,1607886828.347024,258,48120.0,186.51162790697674,8,10,0.03875821017105756,-38.786821705426355,13.081791935800975
12. Botnet.csv,14,1607886838.347024,382,68452.0,179.1937172774869,11,15,0.02580204973696411,-39.410994764397905,12.920037159730422
12. Botnet.csv,15,1607886848.347024,260,47610.0,183.1153846153846,6,6,0.03849952561514718,-37.841025641025645,11.828056995187072
12. Botnet.csv,16,1607886858.347024,497,66648.0,134.1006036217304,9,11,0.020065357127497272,-40.38832997987927,13.214870043182593
